user_id,snapshot_date,orders_lookback,orders_30d,orders_60d,orders_90d,revenue_lookback,avg_order_value_lookback,std_order_value_lookback,weekend_order_ratio_lookback,dinner_order_ratio_lookback,cancel_ratio_lookback,promo_order_ratio_lookback,days_since_last_order,customer_age_days,order_count_lifetime,revenue_lifetime,avg_gap_days_lookback,std_gap_days_lookback,max_gap_days_lookback,avg_items_per_order_lookback,avg_distinct_products_per_order_lookback,avg_rating_lifetime,review_count_lifetime,will_order_next_30d
109,2025-12-04 00:00:00+00:00,11,3,11,11,825.6799999999998,75.06181818181817,61.560202049405554,0.09090909090909090909,0.63636363636363636364,0.0,0.0,12.2365046296296296,52.8530833480092593,11,825.68,3.69661226851851851667,5.2144212072915359125283306545152545415760,16.7610185185185185,5.363636363636363,2.0909090909090909,0.0,0,1
112,2025-12-04 00:00:00+00:00,1,1,1,1,37.12,37.12,0.0,0E-20,0E-20,0.0,0.0,26.4264467592592593,38.5473541813425926,1,37.12,0.0,0.0,0.0,2.0,1.00000000000000000000,0.0,0,0
115,2025-12-04 00:00:00+00:00,2,2,2,2,169.01,84.505,11.815754313627195,0.50000000000000000000,0.50000000000000000000,0.0,0.0,1.1021527777777778,12.4019838109722222,2,169.01,10.5648958333333333,0.0,10.5648958333333333,5.5,2.0000000000000000,0.0,0,1
121,2025-12-04 00:00:00+00:00,1,0,1,1,82.56,82.56,0.0,0E-20,1.00000000000000000000,0.0,0.0,42.2020601851851852,43.4398773294907407,1,82.56,0.0,0.0,0.0,6.0,4.0000000000000000,0.0,0,0
128,2025-12-04 00:00:00+00:00,1,0,1,1,94.27,94.27,0.0,1.00000000000000000000,0E-20,0.0,0.0,39.4472569444444444,41.6081990887500000,1,94.27,0.0,0.0,0.0,7.0,2.0000000000000000,0.0,0,0
130,2025-12-04 00:00:00+00:00,3,1,1,3,165.95,55.31666666666666,35.43311492563607,0.33333333333333333333,0.33333333333333333333,0.0,0.0,4.2069675925925926,79.8516713109722222,3,165.95,30.6778530092592593,39.09640042586124547088944887455302,58.3231828703703704,3.6666666666666665,2.0000000000000000,0.0,0,1
133,2025-12-04 00:00:00+00:00,1,1,1,1,128.19,128.19,0.0,0E-20,0E-20,0.0,0.0,2.3272337962962963,8.1864398294907407,1,128.19,0.0,0.0,0.0,8.0,3.0000000000000000,0.0,0,0
136,2025-12-04 00:00:00+00:00,1,1,1,1,50.72,50.72,0.0,1.00000000000000000000,0E-20,0.0,0.0,17.9733217592592593,45.1161157554166667,1,50.72,0.0,0.0,0.0,4.0,2.0000000000000000,0.0,0,0
142,2025-12-04 00:00:00+00:00,2,2,2,2,109.47999999999999,54.739999999999995,13.477455249415588,0E-20,1.00000000000000000000,0.0,0.0,5.0948379629629630,44.7969375146759259,2,109.47999999999999,23.0535879629629630,0.0,23.0535879629629630,4.0,2.5000000000000000,0.0,0,0
145,2025-12-04 00:00:00+00:00,1,1,1,1,56.34,56.34,0.0,0E-20,0E-20,0.0,0.0,8.4120949074074074,9.2608264035648148,1,56.34,0.0,0.0,0.0,5.0,2.0000000000000000,0.0,0,0
15,2025-12-04 00:00:00+00:00,1,1,1,1,100.28,100.28,0.0,0E-20,0E-20,0.0,0.0,0.37646990740740740741,69.2030717739351852,1,100.28,0.0,0.0,0.0,9.0,3.0000000000000000,0.0,0,0
151,2025-12-04 00:00:00+00:00,2,2,2,2,115.02000000000001,57.510000000000005,18.724187565819772,0E-20,0.50000000000000000000,0.0,0.0,13.6371412037037037,34.6502939961574074,2,115.02000000000001,1.50490740740740740000,0.0,1.5049074074074074,4.5,2.0000000000000000,0.0,0,1
152,2025-12-04 00:00:00+00:00,4,1,4,4,338.51,84.6275,19.430655118480527,0E-20,0.50000000000000000000,0.0,0.0,7.3774537037037037,58.9713935331944444,4,338.51,13.9567708333333333,12.09321894072854799581552282369050,27.8460185185185185,6.75,2.2500000000000000,0.0,0,1
153,2025-12-04 00:00:00+00:00,2,2,2,2,190.71,95.355,30.11567781073506,0.50000000000000000000,0.50000000000000000000,0.0,0.0,13.2168518518518519,38.1946111257870370,2,190.71,5.3373263888888889,0.0,5.3373263888888889,6.5,3.0000000000000000,0.0,0,1
157,2025-12-04 00:00:00+00:00,1,1,1,1,90.8,90.8,0.0,1.00000000000000000000,0E-20,0.0,0.0,17.3601157407407407,35.0655601998611111,1,90.8,0.0,0.0,0.0,7.0,3.0000000000000000,0.0,0,0
164,2025-12-04 00:00:00+00:00,2,2,2,2,169.76999999999998,84.88499999999999,69.33181989534098,0.50000000000000000000,0.50000000000000000000,0.0,0.0,4.2190509259259259,15.7921805702314815,2,169.76999999999998,1.31758101851851850000,0.0,1.3175810185185185,6.5,3.0000000000000000,0.0,0,1
169,2025-12-04 00:00:00+00:00,1,1,1,1,90.04,90.04,0.0,0E-20,0E-20,0.0,0.0,0.27715277777777777778,68.4320648294907407,1,90.04,0.0,0.0,0.0,6.0,3.0000000000000000,0.0,0,1
171,2025-12-04 00:00:00+00:00,1,0,1,1,7.35,7.35,0.0,0E-20,0E-20,0.0,0.0,50.4866435185185185,76.9358264035648148,1,7.35,0.0,0.0,0.0,1.0,1.00000000000000000000,0.0,0,0
174,2025-12-04 00:00:00+00:00,7,4,7,7,486.99,69.57000000000001,39.541646399713805,0E-20,0.42857142857142857143,0.0,0.0,6.6072222222222222,56.4060810331944444,7,486.99000000000007,7.11340084876543209445,5.9814968828384337917549295361972963033332,15.0407291666666667,5.142857142857143,1.7142857142857143,0.0,0,1
176,2025-12-04 00:00:00+00:00,1,0,1,1,135.1,135.1,0.0,0E-20,1.00000000000000000000,0.0,0.0,51.1020601851851852,55.0194953850462963,1,135.1,0.0,0.0,0.0,10.0,4.0000000000000000,0.0,0,0
18,2025-12-04 00:00:00+00:00,5,1,3,5,609.3,121.85999999999999,40.33506972846334,0E-20,0.60000000000000000000,0.0,0.0,19.1080439814814815,79.9133379776388889,5,609.3,12.8324797453703704,9.31048288915676432507366487461181,22.9839467592592593,9.4,3.8000000000000000,0.0,0,1
182,2025-12-04 00:00:00+00:00,2,2,2,2,217.68,108.84,8.838834764831844,0.50000000000000000000,0E-20,0.0,0.0,3.3183912037037037,11.3705139035648148,2,217.68,1.75511574074074070000,0.0,1.7551157407407407,8.5,3.0000000000000000,0.0,0,1
183,2025-12-04 00:00:00+00:00,2,2,2,2,190.32999999999998,95.16499999999999,29.960114318874002,0.50000000000000000000,0.50000000000000000000,0.0,0.0,4.3799074074074074,11.9817986257870370,2,190.32999999999998,1.84916666666666670000,0.0,1.8491666666666667,7.0,3.0000000000000000,0.0,0,1
187,2025-12-04 00:00:00+00:00,1,1,1,1,64.41,64.41,0.0,0E-20,1.00000000000000000000,0.0,0.0,5.2189351851851852,37.2651435331944444,1,64.41,0.0,0.0,0.0,6.0,3.0000000000000000,0.0,0,0
19,2025-12-04 00:00:00+00:00,1,0,0,1,10.8,10.8,0.0,0E-20,1.00000000000000000000,1.0,0.0,77.1621875000000000,80.2988703850462963,1,10.8,0.0,0.0,0.0,1.0,1.00000000000000000000,0.0,0,0
190,2025-12-04 00:00:00+00:00,9,4,5,9,558.3499999999999,62.03888888888888,53.51402653614388,0.33333333333333333333,0.55555555555555555556,0.0,0.0,3.1503703703703704,83.8555254776388889,9,558.3499999999999,9.1495645254629630,10.27585924108035384102247453019364,33.2796064814814815,4.333333333333333,1.7777777777777778,0.0,0,1
198,2025-12-04 00:00:00+00:00,4,4,4,4,358.0,89.5,52.209432736495685,0.25000000000000000000,0.25000000000000000000,0.0,0.0,6.1295023148148148,34.2726088109722222,4,358.0,7.0494791666666667,4.31437598687722540658973526648127,12.0069791666666667,5.75,2.0000000000000000,0.0,0,1
